描述,title,name,dialog,select_text
1795,,*,こういう事なのかな……？,
1796,,テレサ,こういう事よ。,
1797,,*,……そっか。,
1798,,,まぁ、ウリエルの言った通り、\n根は良い子かもしれない。,
1799,,,コミュニケーションの方法を\n今後はしっかり学ばせないといけないけどな！,
1800,,テレサ,ふぅ……先輩が今日一の笑顔を見せたところで、,
1801,,テレサ,まずは今後のために、\nみんながストレス発散できるケンカ部を作るわよ！\nやっぱり、殴って解決するのが一番よ！,
1802,,*,あれ、僕、いつの間にか笑ってたのか……,
1803,,,この子と一緒に過ごした賑やかな一日。\nなんだかんだ元気が貰えた。,
1804,,,これが、笑顔広がるナグリケーション☆\n……って違――――――う！,
1805,,*,諸葛亮さーん！この子やっぱダメだ！\n今すぐ退学にしてくれ―――！,
1806,,,今日も学園は平和だ。,
1807,,,平和であって欲しかった……,
1808,,,やぁ、皆の先輩だよ！僕は今、保健室にいるんだ。,
1809,,,自分の意思じゃない。\n気が付いた時にはここにいたんだ。,
1810,,,そして今、僕の横では元凶たちが\n諸葛亮さんとおしゃべりしている……,
1811,,フェイズナ,おぅ！あたいはフェイズナだ！\nルシファー様がここにいるって聞いて、\nはるばるやってきたぞ！感謝しろよな！,
1812,,后羿,嫦娥は、どこにいる？\nここに来れば会えると聞いたんだが。,
1813,,諸葛亮,ううむ、そうだな……,
1814,,諸葛亮,まずは一度、状況を整理させてくれ。,
1815,,諸葛亮,先輩をやったのは、どっちだ？,
1816,,フェイズナ,んあ？,
1817,,后羿,何のことだ？,
1818,,フェイズナ,あぁ、あの人の事？もういいじゃねぇか、\nここまで送ってきてやったんだし～！,
1819,,后羿,一応聞いておくが、まだ生きているのだな？,
1820,,諸葛亮,華佗先生、すまんが暴れだしそうな先輩を\n抑えておいてくれ……,
1821,,諸葛亮,簡潔に言うと、いつもの散歩道を歩いていた先輩が\nダッシュで現れたフェイズナに,
1822,,諸葛亮,軽く百メートル以上飛ばされて、\n地面で痙攣していたところに、ちょうど后羿が\n通りかかって保健室に送ってきた、と……,
1823,,*,#@#￥&……,
1824,,諸葛亮,……パードゥン？,
1825,,華佗,うーん、軽く脳震盪を起こしているから、\nまだうまく喋れないようね。,
1826,,諸葛亮,いいか、グラウンド以外で全力疾走はやめてくれ。\n「廊下は走るな」と教わらなかったか？,
1827,,華佗,"
まぁ、ここまで重症化したのは、
后羿さんがケガした先輩くんをここまで
引きずって来たのもあるけどね……
ケガ人の扱いはもっと丁重にね？",
1828,,諸葛亮,はぁ……,
1829,,后羿,それは誤解だ。某は、その御仁はどう見ても\n助からないと思った故、せめてもの情けとして、\nどこかに埋めてやろうと運んだだけだ。,
1830,,諸葛亮,（この二人、アホだな……）,
1831,,華佗,（この二人、少し足りないようね……）,
1832,,*,！#@￥%￥#……,
1833,,華佗,こぉら、先輩くん！暴れちゃダメよ？\nより一層重症になっちゃうからね？\nほら、安静に、安静に。,
1834,,諸葛亮,まぁ、彼は生命力だけが取り柄だからな……,
1835,,華佗,こらこら、諸葛亮ちゃん？\n本人の目の前で言わないの。,
1836,,,やぁ皆、先輩だよ……,
1837,,,今日も学園は平和さ。,
1838,,,あぁ、平和ですとも……,
1839,,,ボク、ダイジョウブ……,
1840,,,ミンナ、ゲンキ……,
1841,,諸葛亮,ほら、そういう顔をするな。,
1842,,*,……,
1843,,諸葛亮,二人ともちゃんと反省していることだし、\n貴殿もここは一つ、大人の余裕でだな……\nさぁ、恒例の学園案内といこうか。,
1844,,*,……,
1845,,フェイズナ,"
そうだよ、パイセン！
まぁ、パイセンの存在感が薄すぎたってのも
あるけどさ、ぶつかったあたいが悪かったよ！
くぅ～あたいってばパイセン想いの良い後輩だな！",
1846,,*,コイツ、反省の色が全然見えないじゃないか！？,
1847,,后羿,すまぬ、先輩殿。全ては某の判断ゆえ……\nしかし、どう見ても死にかけだったがな……\n今後は軽く叩いてまだ息があるか確認しよう。,
1848,,*,それってとどめを刺すつもりだよね！？\n今後なんてあってたまるか！！！,
1849,,諸葛亮,こらこら、後輩たちがここまで言ってるんだ。,
1850,,*,いやいや、だから全然反省してないよね！？,
1851,,諸葛亮,ほら、だからそこは大人の余裕でな……ささ、お約束の学園案内をどうぞどうぞ。,
1852,,*,お約束の使い方、間違ってるよね！？,
1853,,*,この子たちと一緒にいたら、\n命がいくらあっても足りないよ！,
1854,,諸葛亮,ふむ、そうだな……\nなら華佗先生を同行……,
1855,,華佗,ごめんね、\nさすがに保健室を長時間空けられないわ。\nもしまたケガしたら、早めに来てね？,
1856,,*,ケガしたくてしたんじゃありません！,
1857,,諸葛亮,仕方がない。\nそれじゃあ、今この子たちを案内するか、\n学園祭で案内するか、どちらか選んでくれ。,
1858,,*,……,
1859,,,やぁ皆、先輩だよ。,
1860,,,今日の学園も、,
1861,,,ヘイワダヨー。,
1862,,,ダヨー。,
1863,,*,とりあえず、安全距離を保とうな？\nソーシャルディスタンス！,
1864,,フェイズナ,あぁ？それにしたって、ちと遠すぎねぇか？\nこんなに離れてたら、存在感薄すぎな先輩が\n見えなくなっちまうぞ？,
1865,,后羿,ああ、はぐれたら大変だ。,
1866,,*,たった2メートルだよ！？\n僕の存在感は幽霊レベルか！？,
1867,,楊修,おい、凡人！ここにいたのね！大変よ！,
1868,,*,えっ！？こ、今度はなんだ！？,
1869,,楊修,学園祭用に用意した風船が逃げたわ！,
1870,,*,はへ？逃げた？逃げたってどういう意味だ？,
1871,,楊修,チッ、一から説明しないとわからないの？\nこれだから凡人は……あの風船は全部、\n魯班特製のポンプで空気を入れたのよ！,
1872,,楊修,そのポンプはまさに「命を吹き入れる」ポンプよ！\n風船は全部、生きてるわ！,
1873,,*,なんかすごく怖い絵面を想像しちゃったんだけど、\nそれ、僕が行かないとダメ？,
1874,,楊修,ダメよ！\nそれと、お化け屋敷でもトラブルよ！,
1875,,*,はぁ！？うちの学園のお化け屋敷は\n毎度トラブりすぎじゃないか！？\nだからあんなに反対したのに……,
1876,,楊修,まあ、お化け屋敷と言うより、\nトラップハウスというか、忍者屋敷というか……\nとりあえず早く来なさい！,
1877,,*,来いって言うけどさ、\nこれ、明らかに僕の手に負えないよね！？,
1878,,楊修,さっきそこで諸葛亮会長に会ったけど、\n凡人に任せるって言ったのよ！,
1879,,*,おいおい、僕もついさっき、\n新入生の案内を押し付けられたんだけど！？,
1880,,楊修,わかったわよ！\nじゃあこの際、新入生も手伝いなさい！早く！,
1881,,*,……,
1882,,フェイズナ,なぁなぁ、パイセン！\nなんか面白そうな単語が聞こえたぞ？\nお化け屋敷だって？早く行こうぜ、イヒヒ！,
1883,,后羿,某も手を貸そう。\n今は某も、学園の一員であるからな。,
1884,,,やぁ皆、先輩だよ。,
1885,,,今日の学園も、平和……\nなんかじゃねぇええええええ！,
1886,,*,な、何なんだ、あれは……,
1887,,楊修,はぁ……これだから凡人は……\nどう見ても風船でしょ？,
1888,,*,いやいやいや、\nどこからどう見ても風船じゃないだろう！？,
1889,,,僕の目の前で……,
1890,,,色んな表情を浮かべた風船（？）が\n空にたくさん浮かんでいた。,
1891,,,物によっては、鋭い歯まである……,
1892,,,何このB級ホラー映画感……,
1893,,*,誰だよ！？\n魯班が残した物を使おうとか言い出したヤツ！？,
1894,,楊修,今はそれどころじゃないでしょ？\nこれをどうにかしなきゃ！,
1895,,*,どうにかしろって言われてもな……,
1896,,,僕は、オレンジ色のものすごくいい笑顔の風船と\nふと目が合った……,
1897,,,その瞬間、風船が鋭い牙をむき出しにした……,
1898,,風船（？）,ガァアアアア！,
1899,,,さらに、優しい表情の紫の風船と目が合った瞬間、\n急に風船が黒に変わったかと思うと、\n優しい表情が一変、激怒の表情になった。,
1900,,風船（？）,ガァアアアアアア！,
1901,,,あの人が残した物、\n確かに凄いけど、ロクなものがない！！！,
1902,,*,って！うわぁああああ！なんだこれ！？\nあいつらナイフ吐いてくるぞ！！！,
1903,,楊修,キャアアア！さっさと何とかして、凡人！,
1904,,*,いやいや、ムリムリムリ……！,
1905,,后羿,ふむ、某が何とかしよう。,
1906,,后羿,これは……滅ぼしても問題ないのだな？,
1907,,*,えっ、急なマジトーン……\nすごく頼もしいけど、本当に大丈夫？,
1908,,后羿,かつて某は、悪意に満ちた笑顔で\n空を飛び回る奴らと対峙したことがあってな……,
1909,,后羿,どうしたかというと……こうだ！！！,
1910,,,シュッ！,
1911,,*,なっ、矢を……！,
1912,,*,速い、しかも的確に当てていく！,
1913,,后羿,ふむ……\n過去のことをどうしても思い出してしまうな……,
1914,,后羿,太陽を射ち落とし、世を救った英雄……\nその傍にはかつて……,
1915,,后羿,嫦娥よ……なぜだ……,
1916,,*,えっ？あれ、急に落ち込んでる……,
1917,,*,后羿さん？大丈夫？\n風船の中に何か変な物でも入ってた？,
