id,lv,next_id,pet_skill_id,cost,restore,effect,icon
8011048,48,8011049,8011001,1#1296226|27#844,27#9015|26#0,hp#45418|atk#1642,pet_skill_8011
8011049,49,8011050,8011001,1#1324226|27#928,27#9859|26#0,hp#47040|atk#1670,pet_skill_8011
8011050,50,0,8011001,,27#10787|26#0,hp#48662|atk#1698,pet_skill_8011
8012001,1,8012002,8012001,1#381833|27#79,27#0|26#2100,hp#1070|atk#67|trueAtk#20,pet_skill_8012
8012002,2,8012003,8012001,1#410760|27#84,27#79|26#2100,hp#2141|atk#135|trueAtk#20,pet_skill_8012
8012003,3,8012004,8012001,1#453870|27#90,27#163|26#2100,hp#3212|atk#202|trueAtk#20,pet_skill_8012
8012004,4,8012005,8012001,1#483730|27#95,27#253|26#2100,hp#4282|atk#270|trueAtk#40,pet_skill_8012
8012005,5,8012006,8012001,1#513590|27#102,27#348|26#2100,hp#5353|atk#337|trueAtk#40,pet_skill_8012
8012006,6,8012007,8012001,1#543450|27#107,27#450|26#2100,hp#6424|atk#405|trueAtk#40,pet_skill_8012
8012007,7,8012008,8012001,1#591225|27#113,27#557|26#2100,hp#7494|atk#473|trueAtk#60,pet_skill_8012
8012008,8,8012009,8012001,1#622018|27#119,27#670|26#2100,hp#8565|atk#540|trueAtk#60,pet_skill_8012
8012009,9,8012010,8012001,1#652811|27#125,27#789|26#2100,hp#9636|atk#608|trueAtk#60,pet_skill_8012
8012010,10,8012011,8012001,1#704319|27#130,27#914|26#2100,hp#10706|atk#675|trueAtk#80,pet_skill_8012
8012011,11,8012012,8012001,1#736046|27#137,27#1044|26#2100,hp#11777|atk#743|trueAtk#80,pet_skill_8012
8012012,12,8012013,8012001,1#767772|27#142,27#1181|26#2100,hp#12848|atk#811|trueAtk#80,pet_skill_8012
8012013,13,8012014,8012001,1#823012|27#148,27#1323|26#2100,hp#13918|atk#878|trueAtk#100,pet_skill_8012
8012014,14,8012015,8012001,1#855672|27#154,27#1471|26#2100,hp#14989|atk#946|trueAtk#100,pet_skill_8012
8012015,15,8012016,8012001,1#888331|27#160,27#1625|26#2100,hp#16060|atk#1013|trueAtk#100,pet_skill_8012
8012016,16,8012017,8012001,1#920990|27#165,27#1785|26#2100,hp#17130|atk#1081|trueAtk#120,pet_skill_8012
8012017,17,8012018,8012001,1#980896|27#172,27#1950|26#2100,hp#18201|atk#1148|trueAtk#120,pet_skill_8012
8012018,18,8012019,8012001,1#1014489|27#177,27#2122|26#2100,hp#19272|atk#1216|trueAtk#120,pet_skill_8012
8012019,19,8012020,8012001,1#1048081|27#183,27#2299|26#2100,hp#20343|atk#1284|trueAtk#140,pet_skill_8012
8012020,20,8012021,8012001,1#1111720|27#189,27#2482|26#2100,hp#21413|atk#1351|trueAtk#140,pet_skill_8012
8012021,21,8012022,8012001,1#1146245|27#195,27#2671|26#2100,hp#22484|atk#1419|trueAtk#140,pet_skill_8012
8012022,22,8012023,8012001,1#1180771|27#200,27#2866|26#2100,hp#23555|atk#1486|trueAtk#160,pet_skill_8012
8012023,23,8012024,8012001,1#1248142|27#207,27#3066|26#2100,hp#24625|atk#1554|trueAtk#160,pet_skill_8012
8012024,24,8012025,8012001,1#1283600|27#212,27#3273|26#2100,hp#25696|atk#1622|trueAtk#160,pet_skill_8012
8012025,25,8012026,8012001,1#1319059|27#218,27#3485|26#2100,hp#26767|atk#1689|trueAtk#180,pet_skill_8012
8012026,26,8012027,8012001,1#1354517|27#225,27#3703|26#2100,hp#27837|atk#1757|trueAtk#180,pet_skill_8012
8012027,27,8012028,8012001,1#1426554|27#230,27#3928|26#2100,hp#28908|atk#1824|trueAtk#180,pet_skill_8012
8012028,28,8012029,8012001,1#1462946|27#235,27#4158|26#2100,hp#29979|atk#1892|trueAtk#200,pet_skill_8012
8012029,29,8012030,8012001,1#1499338|27#241,27#4393|26#2100,hp#31049|atk#1959|trueAtk#200,pet_skill_8012
8012030,30,8012031,8012001,1#1539338|27#265,27#4634|26#2100,hp#32445|atk#2048|trueAtk#200,pet_skill_8012
8012031,31,8012032,8012001,1#1579338|27#292,27#4899|26#2100,hp#35689|atk#2099|trueAtk#200,pet_skill_8012
8012032,32,8012033,8012001,1#1619338|27#321,27#5191|26#2100,hp#38933|atk#2150|trueAtk#200,pet_skill_8012
8012033,33,8012034,8012001,1#1659338|27#353,27#5512|26#2100,hp#42177|atk#2201|trueAtk#200,pet_skill_8012
8012034,34,8012035,8012001,1#1699338|27#388,27#5865|26#2100,hp#45421|atk#2252|trueAtk#210,pet_skill_8012
8012035,35,8012036,8012001,1#1739338|27#427,27#6253|26#2100,hp#48665|atk#2303|trueAtk#210,pet_skill_8012
8012036,36,8012037,8012001,1#1779338|27#470,27#6680|26#2100,hp#51909|atk#2354|trueAtk#210,pet_skill_8012
8012037,37,8012038,8012001,1#1819338|27#517,27#7150|26#2100,hp#55153|atk#2405|trueAtk#210,pet_skill_8012
8012038,38,8012039,8012001,1#1859338|27#569,27#7667|26#2100,hp#58397|atk#2456|trueAtk#220,pet_skill_8012
8012039,39,8012040,8012001,1#1899338|27#626,27#8236|26#2100,hp#61641|atk#2507|trueAtk#220,pet_skill_8012
8012040,40,8012041,8012001,1#1939338|27#689,27#8862|26#2100,hp#64885|atk#2558|trueAtk#220,pet_skill_8012
8012041,41,8012042,8012001,1#1979338|27#758,27#9551|26#2100,hp#68129|atk#2609|trueAtk#220,pet_skill_8012
8012042,42,8012043,8012001,1#2019338|27#834,27#10309|26#2100,hp#71373|atk#2660|trueAtk#230,pet_skill_8012
8012043,43,8012044,8012001,1#2059338|27#917,27#11143|26#2100,hp#74617|atk#2711|trueAtk#230,pet_skill_8012
8012044,44,8012045,8012001,1#2099338|27#1009,27#12060|26#2100,hp#77861|atk#2762|trueAtk#230,pet_skill_8012
8012045,45,8012046,8012001,1#2139338|27#1110,27#13069|26#2100,hp#81105|atk#2813|trueAtk#230,pet_skill_8012
8012046,46,8012047,8012001,1#2179338|27#1221,27#14179|26#2100,hp#84349|atk#2864|trueAtk#240,pet_skill_8012
8012047,47,8012048,8012001,1#2219338|27#1343,27#15400|26#2100,hp#87593|atk#2915|trueAtk#240,pet_skill_8012
8012048,48,8012049,8012001,1#2259338|27#1477,27#16743|26#2100,hp#90837|atk#2966|trueAtk#240,pet_skill_8012
8012049,49,8012050,8012001,1#2299338|27#1625,27#18220|26#2100,hp#94081|atk#3017|trueAtk#240,pet_skill_8012
8012050,50,0,8012001,,27#19845|26#2100,hp#97325|atk#3068|trueAtk#250,pet_skill_8012
8013001,1,8013002,8013001,1#932187|27#158,27#0|26#4100,hp#1784|atk#112|critTime#40,pet_skill_8013
8013002,2,8013003,8013001,1#966713|27#164,27#158|26#4100,hp#3568|atk#225|critTime#40,pet_skill_8013
8013003,3,8013004,8013001,1#1001238|27#171,27#322|26#4100,hp#5353|atk#337|critTime#40,pet_skill_8013
8013004,4,8013005,8013001,1#1063757|27#176,27#493|26#4100,hp#7137|atk#450|critTime#80,pet_skill_8013
8013005,5,8013006,8013001,1#1099216|27#181,27#669|26#4100,hp#8922|atk#563|critTime#80,pet_skill_8013
8013006,6,8013007,8013001,1#1164534|27#188,27#850|26#4100,hp#10706|atk#675|critTime#80,pet_skill_8013
8013007,7,8013008,8013001,1#1200926|27#194,27#1038|26#4100,hp#12491|atk#788|critTime#120,pet_skill_8013
8013008,8,8013009,8013001,1#1237318|27#199,27#1232|26#4100,hp#14275|atk#901|critTime#120,pet_skill_8013
8013009,9,8013010,8013001,1#1306368|27#206,27#1431|26#4100,hp#16060|atk#1013|critTime#120,pet_skill_8013
8013010,10,8013011,8013001,1#1343693|27#211,27#1637|26#4100,hp#17844|atk#1126|critTime#160,pet_skill_8013
8013011,11,8013012,8013001,1#1415544|27#216,27#1848|26#4100,hp#19629|atk#1238|critTime#160,pet_skill_8013
8013012,12,8013013,8013001,1#1453801|27#223,27#2064|26#4100,hp#21413|atk#1351|critTime#160,pet_skill_8013
8013013,13,8013014,8013001,1#1492059|27#229,27#2287|26#4100,hp#23198|atk#1464|critTime#200,pet_skill_8013
8013014,14,8013015,8013001,1#1567642|27#234,27#2516|26#4100,hp#24982|atk#1576|critTime#200,pet_skill_8013
8013015,15,8013016,8013001,1#1606833|27#241,27#2750|26#4100,hp#26767|atk#1689|critTime#200,pet_skill_8013
8013016,16,8013017,8013001,1#1685215|27#246,27#2991|26#4100,hp#28551|atk#1802|critTime#240,pet_skill_8013
8013017,17,8013018,8013001,1#1725339|27#252,27#3237|26#4100,hp#30336|atk#1914|critTime#240,pet_skill_8013
8013018,18,8013019,8013001,1#1765464|27#258,27#3489|26#4100,hp#32120|atk#2027|critTime#240,pet_skill_8013
8013019,19,8013020,8013001,1#1847578|27#264,27#3747|26#4100,hp#33905|atk#2139|critTime#280,pet_skill_8013
8013020,20,8013021,8013001,1#1888635|27#269,27#4011|26#4100,hp#35689|atk#2252|critTime#280,pet_skill_8013
8013021,21,8013022,8013001,1#1973549|27#276,27#4280|26#4100,hp#37473|atk#2365|critTime#280,pet_skill_8013
8013022,22,8013023,8013001,1#2015540|27#281,27#4556|26#4100,hp#39258|atk#2477|critTime#320,pet_skill_8013
8013023,23,8013024,8013001,1#2057530|27#287,27#4837|26#4100,hp#41042|atk#2590|critTime#320,pet_skill_8013
8013024,24,8013025,8013001,1#2146176|27#292,27#5124|26#4100,hp#42827|atk#2703|critTime#320,pet_skill_8013
8013025,25,8013026,8013001,1#2189100|27#299,27#5416|26#4100,hp#44611|atk#2815|critTime#360,pet_skill_8013
8013026,26,8013027,8013001,1#2280546|27#304,27#5715|26#4100,hp#46396|atk#2928|critTime#360,pet_skill_8013
8013027,27,8013028,8013001,1#2324402|27#310,27#6019|26#4100,hp#48180|atk#3040|critTime#360,pet_skill_8013
8013028,28,8013029,8013001,1#2368259|27#316,27#6329|26#4100,hp#49965|atk#3153|critTime#400,pet_skill_8013
8013029,29,8013030,8013001,1#2463437|27#322,27#6645|26#4100,hp#51749|atk#3266|critTime#400,pet_skill_8013
8013030,30,8013031,8013001,1#2518437|27#354,27#6967|26#4100,hp#54075|atk#3413|critTime#400,pet_skill_8013
8013031,31,8013032,8013001,1#2573437|27#389,27#7321|26#4100,hp#59482|atk#3498|critTime#400,pet_skill_8013
8013032,32,8013033,8013001,1#2628437|27#428,27#7710|26#4100,hp#64889|atk#3583|critTime#400,pet_skill_8013
8013033,33,8013034,8013001,1#2683437|27#471,27#8138|26#4100,hp#70296|atk#3668|critTime#400,pet_skill_8013
8013034,34,8013035,8013001,1#2738437|27#518,27#8609|26#4100,hp#75703|atk#3753|critTime#420,pet_skill_8013
8013035,35,8013036,8013001,1#2793437|27#570,27#9127|26#4100,hp#81110|atk#3838|critTime#420,pet_skill_8013
8013036,36,8013037,8013001,1#2848437|27#627,27#9697|26#4100,hp#86517|atk#3923|critTime#420,pet_skill_8013
8013037,37,8013038,8013001,1#2903437|27#690,27#10324|26#4100,hp#91924|atk#4008|critTime#420,pet_skill_8013
8013038,38,8013039,8013001,1#2958437|27#759,27#11014|26#4100,hp#97331|atk#4093|critTime#440,pet_skill_8013
8013039,39,8013040,8013001,1#3013437|27#835,27#11773|26#4100,hp#102738|atk#4178|critTime#440,pet_skill_8013
8013040,40,8013041,8013001,1#3068437|27#919,27#12608|26#4100,hp#108145|atk#4263|critTime#440,pet_skill_8013
8013041,41,8013042,8013001,1#3123437|27#1011,27#13527|26#4100,hp#113552|atk#4348|critTime#440,pet_skill_8013
8013042,42,8013043,8013001,1#3178437|27#1112,27#14538|26#4100,hp#118959|atk#4433|critTime#460,pet_skill_8013
8013043,43,8013044,8013001,1#3233437|27#1223,27#15650|26#4100,hp#124366|atk#4518|critTime#460,pet_skill_8013
8013044,44,8013045,8013001,1#3288437|27#1345,27#16873|26#4100,hp#129773|atk#4603|critTime#460,pet_skill_8013
8013045,45,8013046,8013001,1#3343437|27#1480,27#18218|26#4100,hp#135180|atk#4688|critTime#460,pet_skill_8013
8013046,46,8013047,8013001,1#3398437|27#1628,27#19698|26#4100,hp#140587|atk#4773|critTime#480,pet_skill_8013
8013047,47,8013048,8013001,1#3453437|27#1791,27#21326|26#4100,hp#145994|atk#4858|critTime#480,pet_skill_8013
8013048,48,8013049,8013001,1#3508437|27#1970,27#23117|26#4100,hp#151401|atk#4943|critTime#480,pet_skill_8013
8013049,49,8013050,8013001,1#3563437|27#2167,27#25087|26#4100,hp#156808|atk#5028|critTime#480,pet_skill_8013
8013050,50,0,8013001,,27#27254|26#4100,hp#162215|atk#5113|critTime#500,pet_skill_8013
8014001,1,8014002,8014001,1#1606833|27#241,27#0|26#8300,hp#3212|atk#150|spd#4,pet_skill_8014
8014002,2,8014003,8014001,1#1685215|27#246,27#241|26#8300,hp#6424|atk#300|spd#4,pet_skill_8014
8014003,3,8014004,8014001,1#1725339|27#252,27#487|26#8300,hp#9636|atk#450|spd#4,pet_skill_8014
8014004,4,8014005,8014001,1#1806521|27#258,27#739|26#8300,hp#12848|atk#600|spd#8,pet_skill_8014
8014005,5,8014006,8014001,1#1847578|27#264,27#997|26#8300,hp#16060|atk#750|spd#8,pet_skill_8014
8014006,6,8014007,8014001,1#1888635|27#269,27#1261|26#8300,hp#19272|atk#900|spd#8,pet_skill_8014
8014007,7,8014008,8014001,1#1973549|27#276,27#1530|26#8300,hp#22484|atk#1051|spd#12,pet_skill_8014
8014008,8,8014009,8014001,1#2015540|27#281,27#1806|26#8300,hp#25696|atk#1201|spd#12,pet_skill_8014
8014009,9,8014010,8014001,1#2103253|27#287,27#2087|26#8300,hp#28908|atk#1351|spd#12,pet_skill_8014
8014010,10,8014011,8014001,1#2146176|27#292,27#2374|26#8300,hp#32120|atk#1501|spd#16,pet_skill_8014
8014011,11,8014012,8014001,1#2189100|27#299,27#2666|26#8300,hp#35332|atk#1651|spd#16,pet_skill_8014
8014012,12,8014013,8014001,1#2280546|27#304,27#2965|26#8300,hp#38544|atk#1801|spd#16,pet_skill_8014
8014013,13,8014014,8014001,1#2324402|27#310,27#3269|26#8300,hp#41756|atk#1951|spd#20,pet_skill_8014
8014014,14,8014015,8014001,1#2418648|27#316,27#3579|26#8300,hp#44968|atk#2102|spd#20,pet_skill_8014
8014015,15,8014016,8014001,1#2463437|27#322,27#3895|26#8300,hp#48180|atk#2252|spd#20,pet_skill_8014
8014016,16,8014017,8014001,1#2508227|27#327,27#4217|26#8300,hp#51392|atk#2402|spd#24,pet_skill_8014
8014017,17,8014018,8014001,1#2606205|27#334,27#4544|26#8300,hp#54604|atk#2552|spd#24,pet_skill_8014
8014018,18,8014019,8014001,1#2651928|27#339,27#4878|26#8300,hp#57816|atk#2702|spd#24,pet_skill_8014
8014019,19,8014020,8014001,1#2752704|27#345,27#5217|26#8300,hp#61029|atk#2852|spd#28,pet_skill_8014
8014020,20,8014021,8014001,1#2799360|27#351,27#5562|26#8300,hp#64241|atk#3003|spd#28,pet_skill_8014
8014021,21,8014022,8014001,1#2846016|27#357,27#5913|26#8300,hp#67453|atk#3153|spd#28,pet_skill_8014
8014022,22,8014023,8014001,1#2950526|27#362,27#6270|26#8300,hp#70665|atk#3303|spd#32,pet_skill_8014
8014023,23,8014024,8014001,1#2998115|27#369,27#6632|26#8300,hp#73877|atk#3453|spd#32,pet_skill_8014
8014024,24,8014025,8014001,1#3105424|27#374,27#7001|26#8300,hp#77089|atk#3603|spd#32,pet_skill_8014
8014025,25,8014026,8014001,1#3153946|27#380,27#7375|26#8300,hp#80301|atk#3753|spd#36,pet_skill_8014
8014026,26,8014027,8014001,1#3202468|27#387,27#7755|26#8300,hp#83513|atk#3903|spd#36,pet_skill_8014
8014027,27,8014028,8014001,1#3313510|27#392,27#8142|26#8300,hp#86725|atk#4054|spd#36,pet_skill_8014
8014028,28,8014029,8014001,1#3362965|27#397,27#8534|26#8300,hp#89937|atk#4204|spd#40,pet_skill_8014
8014029,29,8014030,8014001,1#3476806|27#404,27#8931|26#8300,hp#93149|atk#4354|spd#40,pet_skill_8014
8014030,30,8014031,8014001,1#3544806|27#444,27#9335|26#8300,hp#97335|atk#4550|spd#40,pet_skill_8014
8014031,31,8014032,8014001,1#3612806|27#488,27#9779|26#8300,hp#107068|atk#4663|spd#41,pet_skill_8014
8014032,32,8014033,8014001,1#3680806|27#537,27#10267|26#8300,hp#116801|atk#4776|spd#42,pet_skill_8014
8014033,33,8014034,8014001,1#3748806|27#591,27#10804|26#8300,hp#126534|atk#4889|spd#43,pet_skill_8014
8014034,34,8014035,8014001,1#3816806|27#650,27#11395|26#8300,hp#136267|atk#5002|spd#44,pet_skill_8014
8014035,35,8014036,8014001,1#3884806|27#715,27#12045|26#8300,hp#146000|atk#5115|spd#45,pet_skill_8014
8014036,36,8014037,8014001,1#3952806|27#787,27#12760|26#8300,hp#155733|atk#5228|spd#46,pet_skill_8014
8014037,37,8014038,8014001,1#4020806|27#866,27#13547|26#8300,hp#165466|atk#5341|spd#47,pet_skill_8014
8014038,38,8014039,8014001,1#4088806|27#953,27#14413|26#8300,hp#175199|atk#5454|spd#48,pet_skill_8014
8014039,39,8014040,8014001,1#4156806|27#1048,27#15366|26#8300,hp#184932|atk#5567|spd#49,pet_skill_8014
8014040,40,8014041,8014001,1#4224806|27#1153,27#16414|26#8300,hp#194665|atk#5680|spd#50,pet_skill_8014
8014041,41,8014042,8014001,1#4292806|27#1268,27#17567|26#8300,hp#204398|atk#5793|spd#51,pet_skill_8014
8014042,42,8014043,8014001,1#4360806|27#1395,27#18835|26#8300,hp#214131|atk#5906|spd#52,pet_skill_8014
8014043,43,8014044,8014001,1#4428806|27#1535,27#20230|26#8300,hp#223864|atk#6019|spd#53,pet_skill_8014
8014044,44,8014045,8014001,1#4496806|27#1689,27#21765|26#8300,hp#233597|atk#6132|spd#54,pet_skill_8014
8014045,45,8014046,8014001,1#4564806|27#1858,27#23454|26#8300,hp#243330|atk#6245|spd#55,pet_skill_8014
8014046,46,8014047,8014001,1#4632806|27#2044,27#25312|26#8300,hp#253063|atk#6358|spd#56,pet_skill_8014
8014047,47,8014048,8014001,1#4700806|27#2248,27#27356|26#8300,hp#262796|atk#6471|spd#57,pet_skill_8014
8014048,48,8014049,8014001,1#4768806|27#2473,27#29604|26#8300,hp#272529|atk#6584|spd#58,pet_skill_8014
8014049,49,8014050,8014001,1#4836806|27#2720,27#32077|26#8300,hp#282262|atk#6697|spd#59,pet_skill_8014
8014050,50,0,8014001,,27#34797|26#8300,hp#291995|atk#6810|spd#60,pet_skill_8014
9011001,1,9011002,9011001,1#24262|27#7,27#0|26#0,hp#560|atk#37,pet_skill_9011
9011002,2,9011003,9011001,1#45350|27#11,27#7|26#0,hp#1120|atk#74,pet_skill_9011
9011003,3,9011004,9011001,1#65506|27#17,27#18|26#0,hp#1680|atk#111,pet_skill_9011
9011004,4,9011005,9011001,1#85661|27#21,27#35|26#0,hp#2240|atk#148,pet_skill_9011
9011005,5,9011006,9011001,1#109735|27#26,27#56|26#0,hp#2800|atk#185,pet_skill_9011
9011006,6,9011007,9011001,1#130637|27#30,27#82|26#0,hp#3360|atk#222,pet_skill_9011
9011007,7,9011008,9011001,1#151539|27#36,27#112|26#0,hp#3920|atk#259,pet_skill_9011
9011008,8,9011009,9011001,1#178600|27#40,27#148|26#0,hp#4480|atk#296,pet_skill_9011
9011009,9,9011010,9011001,1#200248|27#44,27#188|26#0,hp#5040|atk#333,pet_skill_9011
9011010,10,9011011,9011001,1#221896|27#49,27#232|26#0,hp#5600|atk#370,pet_skill_9011
9011011,11,9011012,9011001,1#243545|27#53,27#281|26#0,hp#6160|atk#407,pet_skill_9011
9011012,12,9011013,9011001,1#274338|27#59,27#334|26#0,hp#6720|atk#444,pet_skill_9011
9011013,13,9011014,9011001,1#296733|27#63,27#393|26#0,hp#7280|atk#481,pet_skill_9011
9011014,14,9011015,9011001,1#319128|27#68,27#456|26#0,hp#7840|atk#518,pet_skill_9011
9011015,15,9011016,9011001,1#352906|27#72,27#524|26#0,hp#8400|atk#555,pet_skill_9011
9011016,16,9011017,9011001,1#376048|27#77,27#596|26#0,hp#8960|atk#592,pet_skill_9011
9011017,17,9011018,9011001,1#399189|27#81,27#673|26#0,hp#9520|atk#629,pet_skill_9011
9011018,18,9011019,9011001,1#435954|27#87,27#754|26#0,hp#10080|atk#666,pet_skill_9011
9011019,19,9011020,9011001,1#459842|27#91,27#841|26#0,hp#10640|atk#703,pet_skill_9011
9011020,20,9011021,9011001,1#483730|27#95,27#932|26#0,hp#11200|atk#740,pet_skill_9011
9011021,21,9011022,9011001,1#507618|27#100,27#1027|26#0,hp#11760|atk#777,pet_skill_9011
9011022,22,9011023,9011001,1#548115|27#104,27#1127|26#0,hp#12320|atk#814,pet_skill_9011
9011023,23,9011024,9011001,1#572750|27#110,27#1231|26#0,hp#12880|atk#851,pet_skill_9011
9011024,24,9011025,9011001,1#597384|27#114,27#1341|26#0,hp#13440|atk#888,pet_skill_9011
9011025,25,9011026,9011001,1#640867|27#119,27#1455|26#0,hp#14000|atk#925,pet_skill_9011
9011026,26,9011027,9011001,1#666248|27#123,27#1574|26#0,hp#14560|atk#962,pet_skill_9011
9011027,27,9011028,9011001,1#691629|27#129,27#1697|26#0,hp#15120|atk#999,pet_skill_9011
9011028,28,9011029,9011001,1#738098|27#133,27#1826|26#0,hp#15680|atk#1036,pet_skill_9011
9011029,29,9011030,9011001,1#764226|27#138,27#1959|26#0,hp#16240|atk#1073,pet_skill_9011
9011030,30,9011031,9011001,1#792226|27#152,27#2097|26#0,hp#16800|atk#1110,pet_skill_9011
9011031,31,9011032,9011001,1#820226|27#167,27#2249|26#0,hp#18480|atk#1137,pet_skill_9011
9011032,32,9011033,9011001,1#848226|27#184,27#2416|26#0,hp#20160|atk#1164,pet_skill_9011
9011033,33,9011034,9011001,1#876226|27#202,27#2600|26#0,hp#21840|atk#1191,pet_skill_9011
9011034,34,9011035,9011001,1#904226|27#222,27#2802|26#0,hp#23520|atk#1218,pet_skill_9011
9011035,35,9011036,9011001,1#932226|27#244,27#3024|26#0,hp#25200|atk#1245,pet_skill_9011
9011036,36,9011037,9011001,1#960226|27#268,27#3268|26#0,hp#26880|atk#1272,pet_skill_9011
9011037,37,9011038,9011001,1#988226|27#295,27#3536|26#0,hp#28560|atk#1299,pet_skill_9011
9011038,38,9011039,9011001,1#1016226|27#325,27#3831|26#0,hp#30240|atk#1326,pet_skill_9011
9011039,39,9011040,9011001,1#1044226|27#358,27#4156|26#0,hp#31920|atk#1353,pet_skill_9011
9011040,40,9011041,9011001,1#1072226|27#394,27#4514|26#0,hp#33600|atk#1380,pet_skill_9011
9011041,41,9011042,9011001,1#1100226|27#433,27#4908|26#0,hp#35280|atk#1407,pet_skill_9011
9011042,42,9011043,9011001,1#1128226|27#476,27#5341|26#0,hp#36960|atk#1434,pet_skill_9011
9011043,43,9011044,9011001,1#1156226|27#524,27#5817|26#0,hp#38640|atk#1461,pet_skill_9011
9011044,44,9011045,9011001,1#1184226|27#576,27#6341|26#0,hp#40320|atk#1488,pet_skill_9011
9011045,45,9011046,9011001,1#1212226|27#634,27#6917|26#0,hp#42000|atk#1515,pet_skill_9011
9011046,46,9011047,9011001,1#1240226|27#697,27#7551|26#0,hp#43680|atk#1542,pet_skill_9011
9011047,47,9011048,9011001,1#1268226|27#767,27#8248|26#0,hp#45360|atk#1569,pet_skill_9011
9011048,48,9011049,9011001,1#1296226|27#844,27#9015|26#0,hp#47040|atk#1596,pet_skill_9011
9011049,49,9011050,9011001,1#1324226|27#928,27#9859|26#0,hp#48720|atk#1623,pet_skill_9011
9011050,50,0,9011001,,27#10787|26#0,hp#50400|atk#1650,pet_skill_9011
9012001,1,9012002,9012001,1#381833|27#79,27#0|26#2100,hp#1120|atk#65|armP#0.02,pet_skill_9012
9012002,2,9012003,9012001,1#410760|27#84,27#79|26#2100,hp#2240|atk#130|armP#0.02,pet_skill_9012
9012003,3,9012004,9012001,1#453870|27#90,27#163|26#2100,hp#3360|atk#195|armP#0.02,pet_skill_9012
9012004,4,9012005,9012001,1#483730|27#95,27#253|26#2100,hp#4480|atk#260|armP#0.04,pet_skill_9012
9012005,5,9012006,9012001,1#513590|27#102,27#348|26#2100,hp#5600|atk#325|armP#0.04,pet_skill_9012
9012006,6,9012007,9012001,1#543450|27#107,27#450|26#2100,hp#6720|atk#390|armP#0.04,pet_skill_9012
9012007,7,9012008,9012001,1#591225|27#113,27#557|26#2100,hp#7840|atk#455|armP#0.06,pet_skill_9012
9012008,8,9012009,9012001,1#622018|27#119,27#670|26#2100,hp#8960|atk#520|armP#0.06,pet_skill_9012
9012009,9,9012010,9012001,1#652811|27#125,27#789|26#2100,hp#10080|atk#585|armP#0.06,pet_skill_9012
9012010,10,9012011,9012001,1#704319|27#130,27#914|26#2100,hp#11200|atk#650|armP#0.08,pet_skill_9012
9012011,11,9012012,9012001,1#736046|27#137,27#1044|26#2100,hp#12320|atk#715|armP#0.08,pet_skill_9012
9012012,12,9012013,9012001,1#767772|27#142,27#1181|26#2100,hp#13440|atk#780|armP#0.08,pet_skill_9012
9012013,13,9012014,9012001,1#823012|27#148,27#1323|26#2100,hp#14560|atk#845|armP#0.1,pet_skill_9012
9012014,14,9012015,9012001,1#855672|27#154,27#1471|26#2100,hp#15680|atk#910|armP#0.1,pet_skill_9012
9012015,15,9012016,9012001,1#888331|27#160,27#1625|26#2100,hp#16800|atk#975|armP#0.1,pet_skill_9012
9012016,16,9012017,9012001,1#920990|27#165,27#1785|26#2100,hp#17920|atk#1040|armP#0.12,pet_skill_9012
9012017,17,9012018,9012001,1#980896|27#172,27#1950|26#2100,hp#19040|atk#1105|armP#0.12,pet_skill_9012
9012018,18,9012019,9012001,1#1014489|27#177,27#2122|26#2100,hp#20160|atk#1170|armP#0.12,pet_skill_9012
9012019,19,9012020,9012001,1#1048081|27#183,27#2299|26#2100,hp#21280|atk#1235|armP#0.14,pet_skill_9012
9012020,20,9012021,9012001,1#1111720|27#189,27#2482|26#2100,hp#22400|atk#1300|armP#0.14,pet_skill_9012
9012021,21,9012022,9012001,1#1146245|27#195,27#2671|26#2100,hp#23520|atk#1365|armP#0.14,pet_skill_9012
9012022,22,9012023,9012001,1#1180771|27#200,27#2866|26#2100,hp#24640|atk#1430|armP#0.16,pet_skill_9012
9012023,23,9012024,9012001,1#1248142|27#207,27#3066|26#2100,hp#25760|atk#1495|armP#0.16,pet_skill_9012
9012024,24,9012025,9012001,1#1283600|27#212,27#3273|26#2100,hp#26880|atk#1560|armP#0.16,pet_skill_9012
9012025,25,9012026,9012001,1#1319059|27#218,27#3485|26#2100,hp#28000|atk#1625|armP#0.18,pet_skill_9012
9012026,26,9012027,9012001,1#1354517|27#225,27#3703|26#2100,hp#29120|atk#1690|armP#0.18,pet_skill_9012
9012027,27,9012028,9012001,1#1426554|27#230,27#3928|26#2100,hp#30240|atk#1755|armP#0.18,pet_skill_9012
9012028,28,9012029,9012001,1#1462946|27#235,27#4158|26#2100,hp#31360|atk#1820|armP#0.2,pet_skill_9012
9012029,29,9012030,9012001,1#1499338|27#241,27#4393|26#2100,hp#32480|atk#1885|armP#0.2,pet_skill_9012
9012030,30,9012031,9012001,1#1539338|27#265,27#4634|26#2100,hp#33600|atk#1950|armP#0.2,pet_skill_9012
9012031,31,9012032,9012001,1#1579338|27#292,27#4899|26#2100,hp#36960|atk#1998|armP#0.2,pet_skill_9012
9012032,32,9012033,9012001,1#1619338|27#321,27#5191|26#2100,hp#40320|atk#2046|armP#0.2,pet_skill_9012
9012033,33,9012034,9012001,1#1659338|27#353,27#5512|26#2100,hp#43680|atk#2094|armP#0.2,pet_skill_9012
9012034,34,9012035,9012001,1#1699338|27#388,27#5865|26#2100,hp#47040|atk#2142|armP#0.21,pet_skill_9012
